ID,Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made,Birthdate
940,Richard LeFrak & family,3.3,United States,real estate,925,75,"New York, New York",United States,Married,2,"Bachelor of Arts/Science, Amherst College; Doctor of Jurisprudence, Columbia University",False,1950-01-01
941,Kevin David Lehmann,3.3,Germany,drugstores,925,18,,Germany,,0,,False,2007-01-01
942,Horst Paulmann & family,3.3,Chile,retail,925,86,"Santiago, Chile",Chile,Married,3,,True,1939-01-01
943,Jean (Gigi) Pritzker,3.3,United States,"hotels, investments",925,58,"Los Angeles, California",United States,Married,3,"Bachelor of Arts/Science, Stanford University",False,1967-01-01
944,Qi Xiangdong,3.3,China,software,925,50,"Beijing, China",China,Married,0,"Master of Business Administration, Beijing University of Science and Technology; Bachelor of Arts/Science, Changchun College of Posts and Telecommunications",True,1975-01-01
945,Renzo Rosso & family,3.3,Italy,fashion,925,65,"Bassano del Grappa, Italy",Italy,Divorced,7,,True,1960-01-01
946,Stephen Rubin,3.3,United Kingdom,sports apparel,925,84,"London, United Kingdom",United Kingdom,Married,4,,False,1941-01-01
947,"Bernard Saul, II.",3.3,United States,"banking, real estate",925,89,"Chevy Chase, Maryland",United States,Married,5,"LLB, University of Virginia; Bachelor of Arts/Science, Villanova University",False,1936-01-01
948,Klaus-Peter Schulenberg,3.3,Germany,ticketing service,925,0,"Bremen, Germany",Germany,Married,0,,True,0000-01-01
949,Tahir & family,3.3,Indonesia,diversified,925,69,"Jakarta, Indonesia",Indonesia,Married,4,"Master of Business Administration, Golden Gate University; Bachelor of Arts/Science, Nan Yang University",True,1956-01-01
950,Lucio Tan,3.3,Philippines,diversified,925,86,"Manila, Philippines",Philippines,Married,6,"Bachelor of Arts/Science, Far Eastern University",True,1939-01-01
951,Lottie Tham & family,3.3,Sweden,H&M,925,72,"Stockholm, Sweden",Sweden,Married,3,,False,1953-01-01
952,Wang Wenxue,3.3,China,real estate,925,53,"Beijing, China",China,Married,0,,True,1972-01-01
953,Hans Peter Wild,3.3,Switzerland,flavorings,925,79,"Zug, Switzerland",Switzerland,Divorced,2,,False,1946-01-01
954,"William Wrigley, Jr.",3.3,United States,chewing gum,925,57,"North Palm Beach, Florida",United States,Divorced,4,"Bachelor of Arts/Science, Duke University",False,1968-01-01
955,Zhang Xin & Pan Shiyi,3.3,China,real estate,925,55,"Beijing, China",China,Married,2,"Master of Arts, Cambridge University; Bachelor of Arts/Science, University of Sussex",True,1970-01-01
956,Giuliana Benetton,3.2,Italy,"fashion retail, investments",956,83,"Treviso, Italy",Italy,Widowed,4,,True,1942-01-01
957,Luciano Benetton,3.2,Italy,"fashion retail, investments",956,85,"Ponzano Veneto, Italy",Italy,Married,4,,True,1940-01-01
958,Tomasz Biernacki,3.2,Poland,supermarkets,956,48,"Krotoszyn,, Poland",Poland,,0,,True,1977-01-01
959,Chey Tae-won,3.2,South Korea,"oil, semiconductor",956,60,"Seoul, South Korea",South Korea,Separated,4,"Bachelor of Arts/Science, Korea University; Master of Science, University of Chicago",False,1965-01-01
960,John Collison,3.2,Ireland,payments software,956,30,"San Francisco, California",Ireland,Single,0,"Drop Out, Harvard University",True,1995-01-01
961,Patrick Collison,3.2,Ireland,payment software,956,32,"San Francisco, California",Ireland,Engaged,0,"Drop Out, Massachusetts Institute of Technology",True,1993-01-01
962,Jack Cowin,3.2,Australia,fast food,956,78,"Sydney, Australia",Australia,Married,4,"Bachelor of Arts/Science, University of Western Ontario",True,1947-01-01
963,Archie Aldis Emmerson & family,3.2,United States,"timberland, lumber mills",956,92,"Redding, California",United States,Married,3,"Diploma, High School",True,1933-01-01
964,Yoichi & Keiko Erikawa,3.2,Japan,videogames,956,0,"Yokohama, Japan",Japan,Married,0,,True,0000-01-01
965,Juan Carlos Escotet,3.2,Venezuela,banking,956,61,"A Coruña, Spain",Venezuela,Married,4,"Master, University of Miami",True,1964-01-01
966,Carlo Fidani,3.2,Canada,real estate,956,66,"Toronto, Canada",Canada,,0,,False,1959-01-01
967,Don Hankey,3.2,United States,auto loans,956,77,"Malibu, California",United States,Married,4,"Bachelor of Arts/Science, University of Southern California",True,1948-01-01
968,Otto Happel,3.2,Germany,engineering,956,73,"Luzerne, Switzerland",Germany,Married,6,,False,1952-01-01
969,He Zhaoxi,3.2,China,software,956,47,"Shenzhen, China",China,Married,0,"Bachelor of Engineering, Huazhong University of Science and Technology",True,1978-01-01
970,Heidi Horten,3.2,Austria,retail,956,80,"Vienna, Austria",Austria,"Widowed, Remarried",0,,False,1945-01-01
971,Ke Zunhong & family,3.2,China,pharmaceuticals,956,66,"Chengdu, China",China,Married,0,,True,1959-01-01
972,Thai Lee,3.2,United States,IT provider,956,62,"Austin, Texas",United States,Divorced,2,"Bachelor of Arts/Science, Amherst College; Master of Business Administration, Harvard Business School",True,1963-01-01
973,Mikhail Lomtadze,3.2,Georgia,fintech,956,45,"Almaty, Kazakhstan",Georgia,Single,0,"Master of Business Administration, Harvard Business School",True,1980-01-01
974,Ronald McAulay,3.2,Hong Kong,energy,956,85,"Hong Kong, Hong Kong",Hong Kong,Married,2,"Master of Arts, University of Glasgow",False,1940-01-01
975,Maja Oeri,3.2,Switzerland,Pharmaceuticals,956,66,"Basel, Switzerland",Switzerland,Married,0,,False,1959-01-01
976,James Packer,3.2,Australia,casinos,956,53,"Los Angeles, California",Australia,Divorced,3,,False,1972-01-01
977,John Sall,3.2,United States,software,956,73,"Cary, North Carolina",United States,Married,4,"Bachelor of Arts/Science, Beloit College; Master of Arts, Northern Illinois University",True,1952-01-01
978,Naguib Sawiris,3.2,Egypt,telecom,956,66,"Cairo, Egypt",Egypt,Married,4,"Bachelor of Arts/Science, Swiss Federal Polytechnical Institute; Master of Science, Swiss Federal Polytechnical Institute",False,1959-01-01
979,Zygmunt Solorz-Zak,3.2,Poland,TV broadcasting,956,64,"Warsaw, Poland",Poland,Divorced,3,,True,1961-01-01
980,Lawrence Stroll,3.2,Canada,fashion investments,956,61,"Geneva, Switzerland",Canada,Married,2,,True,1964-01-01
981,Rita Tong Liu,3.2,Hong Kong,real estate,956,72,"Hong Kong, Hong Kong",Hong Kong,Widowed,2,,True,1953-01-01
982,Tsai Cheng-ta,3.2,Taiwan,finance,956,71,"Taipei, Taiwan",Taiwan,Married,0,Chinese Culture University,False,1954-01-01
983,Tsai Hong-tu,3.2,Taiwan,finance,956,68,"Taipei, Taiwan",Taiwan,Married,3,"Law Degree, National Taiwan University; Ph.D, Southern Methodist University",False,1957-01-01
984,Steve Wynn,3.2,United States,"casinos, hotels",956,79,"Las Vegas, Nevada",United States,Married,2,"Bachelor of Arts/Science, University of Pennsylvania",True,1946-01-01
985,Zhang Li,3.2,China,real estate,956,68,"Guangzhou, China",China,Married,1,,True,1957-01-01
986,Otto Philipp Braun,3.1,Germany,medical technology,986,43,"Melsungen, Germany",Germany,,0,,False,1982-01-01
987,John Caudwell,3.1,United Kingdom,mobile phones,986,68,"Stoke-on-Trent, United Kingdom",United Kingdom,Divorced,6,,True,1957-01-01
988,Chi Yufeng,3.1,China,software,986,50,"Beijing, China",China,,0,,False,1975-01-01
989,Camilla de Godoy Bueno Grossi,3.1,Brazil,medical labs,986,42,"London, United Kingdom",Brazil,Married,0,,False,1983-01-01
990,Antonio Del Valle Ruiz & family,3.1,Mexico,chemicals,986,82,"Mexico City, Mexico",Mexico,Married,5,,True,1943-01-01
991,Martin Ebner,3.1,Switzerland,investments,986,75,"Wilen, Switzerland",Switzerland,Married,0,"Doctorate, University of Florida; Bachelor of Arts/Science, University of Zurich",True,1950-01-01
992,John Fisher,3.1,United States,Gap,986,59,"San Francisco, California",United States,Married,4,"Bachelor of Arts/Science, Princeton University; Master of Business Administration, Stanford Graduate School of Business",False,1966-01-01
993,Jane Goldman,3.1,United States,real estate,986,65,"New York, New York",United States,Married,2,,False,1960-01-01
994,Gu Yuhua & family,3.1,China,furniture,986,71,"Hangzhou, China",China,Married,0,,True,1954-01-01
995,Hao Hong,3.1,United States,pharmaceuticals,986,65,"Tianjin, China",United States,,0,,True,1960-01-01
996,Hoi Kin Hong,3.1,Macao,real estate,986,68,"Shanghai, China",Macao,Married,2,,True,1957-01-01
997,Jin Lei,3.1,China,pharmaceuticals,986,55,"Changchun, China",China,Married,0,,True,1970-01-01
998,Artem Khachatryan,3.1,Russia,retail,986,46,"Moscow, Russia",Russia,,0,"Master of Science, Moscow State Mining University",True,1979-01-01
999,Li Gaiteng,3.1,China,hair dryers,986,49,"Shanghai, China",China,Married,0,,True,1976-01-01
1000,Li Zhongchu,3.1,China,software,986,57,"Beijing, China",China,Married,0,"Bachelor of Arts/Science, Wuhan University",True,1968-01-01
1001,Harald Link,3.1,Thailand,diversified,986,66,"Bangkok, Thailand",Thailand,Married,2,,False,1959-01-01
1002,Sergey Lomakin,3.1,Russia,retail,986,47,"Moscow, Russia",Russia,Married,5,"Master of Science, Moscow State Mining University",True,1978-01-01
1003,Nie Tengyun & family,3.1,China,logistics,986,45,"Shanghai, China",China,Married,0,,True,1980-01-01
1004,Prasert Prasarttong-Osoth,3.1,Thailand,hospitals,986,88,"Bangkok, Thailand",Thailand,Married,5,,True,1937-01-01
1005,Penny Pritzker,3.1,United States,"hotels, investments",986,62,"Chicago, Illinois",United States,Married,2,"Bachelor of Arts/Science, Harvard University; Master of Business Administration, Stanford Graduate School of Business; Doctor of Jurisprudence, Stanford University",False,1963-01-01
1006,Herb Simon,3.1,United States,real estate,986,86,"Indianapolis, Indiana",United States,Married,8,"Bachelor of Arts/Science, City College of New York",True,1939-01-01
1007,Jerry Speyer,3.1,United States,real estate,986,80,"New York, New York",United States,Married,4,"Master of Business Administration, Columbia Business School; Bachelor of Arts/Science, Columbia University",True,1945-01-01
1008,Wilhelm Beier & family,3.0,Germany,pharmaceuticals,1008,65,Germany,Germany,,0,,True,1960-01-01
1009,Koos Bekker,3.0,South Africa,"media, investments",1008,68,"Cape Town, South Africa",South Africa,Married,2,"Master of Business Administration, Columbia Business School; LLB, University of Witwatersrand",True,1957-01-01
1010,Ben Chestnut,3.0,United States,email marketing,1008,46,"Atlanta, Georgia",United States,Married,2,"Bachelor of Arts/Science, Georgia Institute of Technology",True,1979-01-01
1011,John Coates,3.0,United Kingdom,online gambling,1008,51,"Stoke-On-Trent, United Kingdom",United Kingdom,Married,2,,True,1974-01-01
1012,Pedro de Godoy Bueno,3.0,Brazil,health insurance,1008,31,"Sao Paulo, Brazil",Brazil,Married,0,,False,1994-01-01
1013,Carl Douglas,3.0,Sweden,investments,1008,60,"Stockholm, Sweden",Sweden,,0,"Bachelor of Arts/Science, Middlebury College",False,1965-01-01
1014,Eric Douglas,3.0,Sweden,investments,1008,53,"Stockholm, Sweden",Sweden,Married,0,"Bachelor of Arts/Economics, Lund University",False,1972-01-01
1015,Behdad Eghbali,3.0,United States,private equity,1008,45,"Los Angeles, California",United States,Married,0,,True,1980-01-01
1016,Jose E. Feliciano,3.0,United States,private equity,1008,47,"Marina Del Rey, California",United States,Married,0,,True,1978-01-01
1017,Philippe Foriel-Destezet,3.0,France,employment agency,1008,85,"London, United Kingdom",France,Married,4,"Master of Business Administration, HEC Paris",True,1940-01-01
1018,Gan Zhongru,3.0,China,pharmaceuticals,1008,72,"Beijing, China",China,,0,"Ph.D, Michigan State University",True,1953-01-01
1019,Allan Goldman,3.0,United States,real estate,1008,78,"New York, New York",United States,Divorced,4,,False,1947-01-01
1020,Amy Goldman Fowler,3.0,United States,real estate,1008,67,"Rhinebeck, New York",United States,Married,0,,False,1958-01-01
1021,Alec Gores,3.0,United States,private equity,1008,68,"Beverly Hills, California",United States,Married,6,"Bachelor of Arts/Science, Western Michigan University",True,1957-01-01
1022,Peter Grogg,3.0,Switzerland,biochemicals,1008,79,"Liestal, Switzerland",Switzerland,,0,,True,1946-01-01
1023,Jimmy Haslam,3.0,United States,"gas stations, retail",1008,67,"Knoxville, Tennessee",United States,Married,3,"Bachelor of Arts/Science, University of Tennessee Knoxville",False,1958-01-01
1024,Christian Haub,3.0,Germany,retail,1008,56,"Greenwich, Connecticut",Germany,Married,4,,False,1969-01-01
1025,Gudrun Heine,3.0,Germany,medical devices,1008,66,"Ohningen, Germany",Germany,,0,,False,1959-01-01
1026,Huang Jinfeng,3.0,China,e-commerce,1008,38,"Guangzhou, China",China,,0,,True,1987-01-01
1027,Huang Rulun,3.0,China,real estate,1008,69,"Beijing, China",China,Married,2,,True,1956-01-01
1028,James Irsay,3.0,United States,Indianapolis Colts,1008,61,"Carmel, Indiana",United States,Divorced,3,"Bachelor of Arts/Science, Southern Methodist University",False,1964-01-01
1029,Justin Ishbia,3.0,United States,★,1008,43,"Chicago, Illinois",United States,Married,2,"Bachelor of Arts/Science, Michigan State University; Doctor of Jurisprudence, Vanderbilt University",False,1982-01-01
1030,Diane Kemper,3.0,United States,real estate,1008,75,"New York, New York",United States,Widowed,0,,False,1950-01-01
1031,George Kurtz,3.0,United States,security software,1008,50,"Paradise Valley, Arizona",United States,Married,2,"Bachelor of Science, Seton Hall University",True,1975-01-01
1032,Dan Kurzius,3.0,United States,email marketing,1008,49,"Atlanta, Georgia",United States,Married,2,,True,1976-01-01
1033,Kwek Leng Beng,3.0,Singapore,diversified,1008,80,"Singapore, Singapore",Singapore,Married,2,"LLB, University of London",False,1945-01-01
1034,Geoffrey Kwok,3.0,Hong Kong,real estate,1008,36,"Hong Kong, Hong Kong",Hong Kong,Single,0,"Bachelor of Arts/Economics, Yale University",False,1989-01-01
1035,Sheldon Lavin,3.0,United States,meat processing,1008,88,"Highland Park, New Jersey",United States,,0,,True,1937-01-01
1036,Louis Le Duff,3.0,France,bakeries,1008,74,"Paris, France",France,Married,2,,True,1951-01-01
1037,James Leprino,3.0,United States,cheese,1008,83,"Indian Hills, Colorado",United States,Married,2,,False,1942-01-01
1038,Joseph Liemandt,3.0,United States,software,1008,52,"Austin, Texas",United States,Single,0,"Drop Out, Stanford University",True,1973-01-01
1039,Peter Lim,3.0,Singapore,investments,1008,67,"Singapore, Singapore",Singapore,Married,2,,True,1958-01-01
1040,Jeffrey Lurie,3.0,United States,Philadelphia Eagles,1008,69,"Wynnewood, Pennsylvania",United States,Married,2,"Doctorate, Brandeis University; Bachelor of Arts/Science, Clark University",False,1956-01-01
1041,Tom Morris,3.0,United Kingdom,retail,1008,66,"Merseyside, United Kingdom",United Kingdom,Married,0,,True,1959-01-01
1042,Or Wai Sheun,3.0,Hong Kong,real estate,1008,69,"Hong Kong, Hong Kong",Hong Kong,Married,2,,True,1956-01-01
1043,P.V. Ramprasad Reddy,3.0,India,pharmaceuticals,1008,63,"Hyderabad, India",India,Married,2,,True,1962-01-01
1044,Haim Saban,3.0,United States,"TV network, investments",1008,76,"Beverly Hills, California",United States,Married,4,"Diploma, High School",True,1949-01-01
1045,Ferit Faik Sahenk,3.0,Turkey,diversified,1008,57,"Istanbul, Turkey",Turkey,Married,1,"Bachelor of Arts/Science, Boston College",False,1968-01-01
1046,Eddy Kusnadi Sariaatmadja,3.0,Indonesia,"media, tech",1008,67,"Jakarta, Indonesia",Indonesia,Married,4,"Bachelor of Engineering, University of New South Wales; Master of Science in Engineering, University of New South Wales",True,1958-01-01
1047,Gil Shwed,3.0,Israel,software,1008,52,"Tel Aviv, Israel",Israel,Single,0,,True,1973-01-01
1048,Song Zuowen,3.0,China,"aluminum, diversified",1008,74,"Longkou, China",China,Married,2,,True,1951-01-01
1049,Friede Springer,3.0,Germany,publishing,1008,78,"Berlin, Germany",Germany,Widowed,0,,False,1947-01-01
1050,Sybill Storz,3.0,Germany,medical devices,1008,84,"Leipzig, Germany",Germany,Married,1,,False,1941-01-01
